"assay","plate","type","homogenate","dilution_factor_unknownsample_pbs","well_content","tech_rep","date_assay","sod_calc_maybeError","pre_xan_ox_abs450","post_xan_ox_abs450","known_sod_u_ml","delta_abs","blank_delta","blank_corrected_abs","a_coef_sod","b_coef_sod","sod_u_ml_calc","dilution_n","sod_u_ml_final"
"sod",1,"unknown",59,"1:3","Hom 59 1:3 R1","R1","6/26/24",0.750312439,0.0486,0.4166,NA,0.368,0.67845,-0.31045,-0.492437142857143,-0.131272882763402,0.249991838290899,3,0.749975514872696
"sod",1,"unknown",59,"1:3","Hom 59 1:3 R2","R2","6/26/24",0.9719149795,0.0509,0.385,NA,0.3341,0.67845,-0.34435,-0.492437142857143,-0.131272882763402,0.323652031508522,3,0.970956094525567
"sod",1,"unknown",60,"1:3","Hom 60 1:3 R1","R1","6/26/24",0.2872015866,0.0583,0.5521,NA,0.4938,0.67845,-0.18465,-0.492437142857143,-0.131272882763402,0.0958820850984494,3,0.287646255295348
"sod",1,"unknown",60,"1:3","Hom 60 1:3 R2","R2","6/26/24",0.3876815912,0.0585,0.513,NA,0.4545,0.67845,-0.22395,-0.492437142857143,-0.131272882763402,0.129346588354896,3,0.388039765064687
"sod",1,"unknown",61,"1:3","Hom 61 1:3 R1","R1","6/26/24",0.6994264887,0.0566,0.4338,NA,0.3772,0.67845,-0.30125,-0.492437142857143,-0.131272882763402,0.233071494771677,3,0.699214484315031
"sod",1,"unknown",61,"1:3","Hom 61 1:3 R2","R2","6/26/24",0.2185253265,0.0523,0.5819,NA,0.5296,0.67845,-0.14885,-0.492437142857143,-0.131272882763402,0.0729960111500082,3,0.218988033450025
"sod",1,"unknown",70,"1:3","Hom 70 1:3 R1","R1","6/26/24",0.2442890855,0.0513,0.5663,NA,0.515,0.67845,-0.16345,-0.492437142857143,-0.131272882763402,0.0815832117710249,3,0.244749635313075
"sod",1,"unknown",70,"1:3","Hom 70 1:3 R2","R2","6/26/24",0.3444206571,0.0541,0.5241,NA,0.47,0.67845,-0.20845,-0.492437142857143,-0.131272882763402,0.114941221533433,3,0.344823664600299
"sod",1,"standard",2,NA,"Std 2 R1","R1","6/26/24",NA,0.0433,0.1438,2,0.1005,0.67845,-0.57795,-0.492437142857143,-0.131272882763402,1.91824932483876,NA,1.91824932483876
"sod",1,"standard",2,NA,"Std 2 R2","R2","6/26/24",NA,0.0435,0.134,2,0.0905,0.67845,-0.58795,-0.492437142857143,-0.131272882763402,2.07008600597853,NA,2.07008600597853
"sod",1,"standard",3,NA,"Std 3 R1","R1","6/26/24",NA,0.0468,0.2146,1,0.1678,0.67845,-0.51065,-0.492437142857143,-0.131272882763402,1.14882586880407,NA,1.14882586880407
"sod",1,"standard",3,NA,"Std 3 R2","R2","6/26/24",NA,0.0422,0.2097,1,0.1675,0.67845,-0.51095,-0.492437142857143,-0.131272882763402,1.15145430102893,NA,1.15145430102893
"sod",1,"standard",4,NA,"Std 4 R1","R1","6/26/24",NA,0.0438,0.342,0.5,0.2982,0.67845,-0.38025,-0.492437142857143,-0.131272882763402,0.425449004409833,NA,0.425449004409833
"sod",1,"standard",4,NA,"Std 4 R2","R2","6/26/24",NA,0.0464,0.3263,0.5,0.2799,0.67845,-0.39855,-0.492437142857143,-0.131272882763402,0.489091387841988,NA,0.489091387841988
"sod",1,"standard",5,NA,"Std 5 R1","R1","6/26/24",NA,0.0478,0.4488,0.25,0.401,0.67845,-0.27745,-0.492437142857143,-0.131272882763402,0.194424424915482,NA,0.194424424915482
"sod",1,"standard",5,NA,"Std 5 R2","R2","6/26/24",NA,0.0521,0.463,0.25,0.4109,0.67845,-0.26755,-0.492437142857143,-0.131272882763402,0.180301076999515,NA,0.180301076999515
"sod",1,"standard",6,NA,"Std 6 R1","R1","6/26/24",NA,0.0434,0.4953,0.125,0.4519,0.67845,-0.22655,-0.492437142857143,-0.131272882763402,0.131933974426173,NA,0.131933974426173
"sod",1,"standard",6,NA,"Std 6 R2","R2","6/26/24",NA,0.0437,0.4278,0.125,0.3841,0.67845,-0.29435,-0.492437142857143,-0.131272882763402,0.221137125483373,NA,0.221137125483373
"sod",1,"standard",7,NA,"Std 7 R1","R1","6/26/24",NA,0.0478,0.614,0.0625,0.5662,0.67845,-0.11225,-0.492437142857143,-0.131272882763402,0.055234969815701,NA,0.055234969815701
"sod",1,"standard",7,NA,"Std 7 R2","R2","6/26/24",NA,0.0457,0.5972,0.0625,0.5515,0.67845,-0.12695,-0.492437142857143,-0.131272882763402,0.0617798179433897,NA,0.0617798179433897
"sod",1,"standard",8,NA,"Std 8 R1","R1","6/26/24",NA,0.0445,0.7389,0,0.6944,0.67845,0.01595,-0.492437142857143,-0.131272882763402,0.0208010740590519,NA,0.0208010740590519
"sod",1,"standard",8,NA,"Std 8 R2","R2","6/26/24",NA,0.0433,0.7058,0,0.6625,0.67845,-0.01595,-0.492437142857143,-0.131272882763402,0.0265229361875077,NA,0.0265229361875077
"sod",2,"unknown",1,"1:3","Hom 1 1:3 R1","R1","7/2/24",2.3053064,0.0509,0.706,NA,0.6551,0.7678,-0.1127,-0.544699047619048,-0.153181237455759,0.0595950646762495,3,0.178785194028749
"sod",2,"unknown",1,"1:3","Hom 1 1:3 R2","R2","7/2/24",2.179301572,0.0521,0.7158,NA,0.6637,0.7678,-0.1041,-0.544699047619048,-0.153181237455759,0.0563414285003654,3,0.169024285501096
"sod",2,"unknown",2,"1:3","Hom 2 1:3 R1","R1","7/2/24",4.959111878,0.0522,0.5901,NA,0.5379,0.7678,-0.2299,-0.544699047619048,-0.153181237455759,0.128083131935495,3,0.384249395806486
"sod",2,"unknown",2,"1:3","Hom 2 1:3 R2","R2","7/2/24",3.800807697,0.0532,0.6318,NA,0.5786,0.7678,-0.1892,-0.544699047619048,-0.153181237455759,0.098197542018857,3,0.294592626056571
"sod",2,"unknown",3,"1:3","Hom 3 1:3 R1","R1","7/2/24",3.495769297,0.0536,0.645,NA,0.5914,0.7678,-0.1764,-0.544699047619048,-0.153181237455759,0.09032552027415,3,0.27097656082245
"sod",2,"unknown",3,"1:3","Hom 3 1:3 R2","R2","7/2/24",1.962912387,0.0529,0.7326,NA,0.6797,0.7678,-0.0881000000000001,-0.544699047619048,-0.153181237455759,0.0507534036445348,3,0.152260210933604
"sod",2,"unknown",7,"1:3","Hom 7 1:3 R1","R1","7/2/24",8.87802932,0.049,0.4978,NA,0.4488,0.7678,-0.319,-0.544699047619048,-0.153181237455759,0.229142354905766,3,0.687427064717297
"sod",2,"unknown",7,"1:3","Hom 7 1:3 R2","R2","7/2/24",7.851493684,0.0475,0.5151,NA,0.4676,0.7678,-0.3002,-0.544699047619048,-0.153181237455759,0.202676885104888,3,0.608030655314665
"sod",2,"unknown",9,"1:3","Hom 9 1:3 R1","R1","7/2/24",3.860898276,0.0475,0.6237,NA,0.5762,0.7678,-0.1916,-0.544699047619048,-0.153181237455759,0.0997481889657526,3,0.299244566897258
"sod",2,"unknown",9,"1:3","Hom 9 1:3 R2","R2","7/2/24",1.764545825,0.0454,0.7414,NA,0.696,0.7678,-0.0718000000000001,-0.544699047619048,-0.153181237455759,0.0456301546249374,3,0.136890463874812
"sod",2,"unknown",10,"1:3","Hom 10 1:3 R1","R1","7/2/24",15.13353197,0.0524,0.4196,NA,0.3672,0.7678,-0.4006,-0.544699047619048,-0.153181237455759,0.390350777286389,3,1.17105233185917
"sod",2,"unknown",10,"1:3","Hom 10 1:3 R2","R2","7/2/24",14.84938862,0.0539,0.424,NA,0.3701,0.7678,-0.3977,-0.544699047619048,-0.153181237455759,0.383030239857452,3,1.14909071957236
"sod",2,"unknown",11,"1:3","Hom 11 1:3 R1","R1","7/2/24",2.732312271,0.054,0.6831,NA,0.6291,0.7678,-0.1387,-0.544699047619048,-0.153181237455759,0.0706195024031769,3,0.211858507209531
"sod",2,"unknown",11,"1:3","Hom 11 1:3 R2","R2","7/2/24",3.027576957,0.0503,0.6637,NA,0.6134,0.7678,-0.1544,-0.544699047619048,-0.153181237455759,0.0782414309283063,3,0.234724292784919
"sod",2,"unknown",12,"1:3","Hom 12 1:3 R1","R1","7/2/24",10.99351,0.0547,0.4708,NA,0.4161,0.7678,-0.3517,-0.544699047619048,-0.153181237455759,0.28367126977398,3,0.85101380932194
"sod",2,"unknown",12,"1:3","Hom 12 1:3 R2","R2","7/2/24",13.40996262,0.0538,0.4395,NA,0.3857,0.7678,-0.3821,-0.544699047619048,-0.153181237455759,0.345942920781333,3,1.037828762344
"sod",2,"unknown",14,"1:3","Hom 14 1:3 R1","R1","7/2/24",1.870233462,0.0518,0.7389,NA,0.6871,0.7678,-0.0807,-0.544699047619048,-0.153181237455759,0.0483598485526563,3,0.145079545657969
"sod",2,"unknown",14,"1:3","Hom 14 1:3 R2","R2","7/2/24",1.363048043,0.0512,0.7867,NA,0.7355,0.7678,-0.0323000000000001,-0.544699047619048,-0.153181237455759,0.0352584178333018,3,0.105775253499906
"sod",2,"unknown",15,"1:3","Hom 15 1:3 R1","R1","7/2/24",3.937349233,0.0546,0.6278,NA,0.5732,0.7678,-0.1946,-0.544699047619048,-0.153181237455759,0.101720976852318,3,0.305162930556953
"sod",2,"unknown",15,"1:3","Hom 15 1:3 R2","R2","7/2/24",4.946163812,0.0572,0.5955,NA,0.5383,0.7678,-0.2295,-0.544699047619048,-0.153181237455759,0.127749106571314,3,0.383247319713943
"sod",2,"unknown",22,"1:3","Hom 22 1:3 R1","R1","7/2/24",6.50008272,0.0592,0.5557,NA,0.4965,0.7678,-0.2713,-0.544699047619048,-0.153181237455759,0.167829336394366,3,0.503488009183098
"sod",2,"unknown",22,"1:3","Hom 22 1:3 R2","R2","7/2/24",7.475897538,0.0554,0.5305,NA,0.4751,0.7678,-0.2927,-0.544699047619048,-0.153181237455759,0.192992514272964,3,0.578977542818892
"sod",2,"unknown",28,"1:3","Hom 28 1:3 R1","R1","7/2/24",12.39028803,0.0495,0.4473,NA,0.3978,0.7678,-0.37,-0.544699047619048,-0.153181237455759,0.319667820348023,3,0.95900346104407
"sod",2,"unknown",28,"1:3","Hom 28 1:3 R2","R2","7/2/24",9.684316424,0.0499,0.4854,NA,0.4355,0.7678,-0.3323,-0.544699047619048,-0.153181237455759,0.249926956841965,3,0.749780870525896
"sod",2,"unknown",29,"1:3","Hom 29 1:3 R1","R1","7/2/24",13.67549784,0.0511,0.4338,NA,0.3827,0.7678,-0.3851,-0.544699047619048,-0.153181237455759,0.352784869599016,3,1.05835460879705
"sod",2,"unknown",29,"1:3","Hom 29 1:3 R2","R2","7/2/24",6.875910378,0.0518,0.5397,NA,0.4879,0.7678,-0.2799,-0.544699047619048,-0.153181237455759,0.177521238335826,3,0.532563715007478
"sod",2,"unknown",30,"1:3","Hom 30 1:3 R1","R1","7/2/24",20.03148126,0.0525,0.3768,NA,0.3243,0.7678,-0.4435,-0.544699047619048,-0.153181237455759,0.516515951922639,3,1.54954785576792
"sod",2,"unknown",30,"1:3","Hom 30 1:3 R2","R2","7/2/24",20.57552957,0.0546,0.3748,NA,0.3202,0.7678,-0.4476,-0.544699047619048,-0.153181237455759,0.530527530898651,3,1.59158259269595
"sod",2,"unknown",31,"1:3","Hom 31 1:3 R1","R1","7/2/24",16.19798414,0.0674,0.4242,NA,0.3568,0.7678,-0.411,-0.544699047619048,-0.153181237455759,0.417773406690307,3,1.25332022007092
"sod",2,"unknown",31,"1:3","Hom 31 1:3 R2","R2","7/2/24",16.68147068,0.0591,0.4114,NA,0.3523,0.7678,-0.4155,-0.544699047619048,-0.153181237455759,0.43022837065518,3,1.29068511196554
"sod",2,"unknown",32,"1:3","Hom 32 1:3 R1","R1","7/2/24",20.84625634,0.0592,0.3774,NA,0.3182,0.7678,-0.4496,-0.544699047619048,-0.153181237455759,0.537499743160469,3,1.61249922948141
"sod",2,"unknown",32,"1:3","Hom 32 1:3 R2","R2","7/2/24",19.65537525,0.0562,0.3834,NA,0.3272,0.7678,-0.4406,-0.544699047619048,-0.153181237455759,0.506829345468366,3,1.5204880364051
"sod",2,"unknown",34,"1:3","Hom 34 1:3 R1","R1","7/2/24",11.73604149,0.0537,0.4598,NA,0.4061,0.7678,-0.3617,-0.544699047619048,-0.153181237455759,0.302807779631757,3,0.908423338895272
"sod",2,"unknown",34,"1:3","Hom 34 1:3 R2","R2","7/2/24",10.01256743,0.0514,0.4818,NA,0.4304,0.7678,-0.3374,-0.544699047619048,-0.153181237455759,0.258388068758064,3,0.775164206274193
"sod",2,"unknown",37,"1:3","Hom 37 1:3 R1","R1","7/2/24",NA,0.058,NA,NA,NA,0.7678,NA,-0.544699047619048,-0.153181237455759,NA,3,NA
"sod",2,"unknown",37,"1:3","Hom 37 1:3 R2","R2","7/2/24",NA,0.0589,NA,NA,NA,0.7678,NA,-0.544699047619048,-0.153181237455759,NA,3,NA
"sod",2,"unknown",38,"1:3","Hom 38 1:3 R1","R1","7/2/24",6.694100846,0.0508,0.5428,NA,0.492,0.7678,-0.2758,-0.544699047619048,-0.153181237455759,0.172832786359265,3,0.518498359077795
"sod",2,"unknown",38,"1:3","Hom 38 1:3 R2","R2","7/2/24",7.704076032,0.0529,0.5234,NA,0.4705,0.7678,-0.2973,-0.544699047619048,-0.153181237455759,0.198875935267655,3,0.596627805802965
"sod",2,"unknown",39,"1:3","Hom 39 1:3 R1","R1","7/2/24",7.13690319,0.0536,0.5358,NA,0.4822,0.7678,-0.2856,-0.544699047619048,-0.153181237455759,0.184251390511731,3,0.552754171535193
"sod",2,"unknown",39,"1:3","Hom 39 1:3 R2","R2","7/2/24",13.15818056,0.0533,0.4419,NA,0.3886,0.7678,-0.3792,-0.544699047619048,-0.153181237455759,0.339455196797636,3,1.01836559039291
"sod",2,"unknown",42,"1:3","Hom 42 1:3 R1","R1","7/2/24",16.71421153,0.0546,0.4066,NA,0.352,0.7678,-0.4158,-0.544699047619048,-0.153181237455759,0.431071783229289,3,1.29321534968787
"sod",2,"unknown",42,"1:3","Hom 42 1:3 R2","R2","7/2/24",13.37494968,0.058,0.4441,NA,0.3861,0.7678,-0.3817,-0.544699047619048,-0.153181237455759,0.345040743356768,3,1.0351222300703
"sod",2,"unknown",44,"1:3","Hom 44 1:3 R1","R1","7/2/24",14.87853363,0.0616,0.4314,NA,0.3698,0.7678,-0.398,-0.544699047619048,-0.153181237455759,0.383781125997453,3,1.15134337799236
"sod",2,"unknown",44,"1:3","Hom 44 1:3 R2","R2","7/2/24",11.73604149,0.0599,0.466,NA,0.4061,0.7678,-0.3617,-0.544699047619048,-0.153181237455759,0.302807779631757,3,0.908423338895272
"sod",2,"unknown",57,"1:3","Hom 57 1:3 R1","R1","7/2/24",5.782415136,0.0603,0.5747,NA,0.5144,0.7678,-0.2534,-0.544699047619048,-0.153181237455759,0.149320136152537,3,0.44796040845761
"sod",2,"unknown",57,"1:3","Hom 57 1:3 R2","R2","7/2/24",8.160177192,0.058,0.5197,NA,0.4617,0.7678,-0.3061,-0.544699047619048,-0.153181237455759,0.210635568867393,3,0.631906706602178
"sod",2,"unknown",58,"1:3","Hom 58 1:3 R1","R1","7/2/24",27.11045585,0.2044,0.4824,NA,0.278,0.7678,-0.4898,-0.544699047619048,-0.153181237455759,0.698798555745385,3,2.09639566723616
"sod",2,"unknown",58,"1:3","Hom 58 1:3 R2","R2","7/2/24",8.762731869,0.0575,0.5083,NA,0.4508,0.7678,-0.317,-0.544699047619048,-0.153181237455759,0.226170020208112,3,0.678510060624336
"sod",2,"unknown",64,"1:3","Hom 64 1:3 R1","R1","7/2/24",4.516614079,0.046,0.5982,NA,0.5522,0.7678,-0.2156,-0.544699047619048,-0.153181237455759,0.116667271689749,3,0.350001815069247
"sod",2,"unknown",64,"1:3","Hom 64 1:3 R2","R2","7/2/24",5.614820806,0.0464,0.5653,NA,0.5189,0.7678,-0.2489,-0.544699047619048,-0.153181237455759,0.144997369357363,3,0.43499210807209
"sod",2,"unknown",65,"1:3","Hom 65 1:3 R1","R1","7/2/24",8.677242483,0.0482,0.5005,NA,0.4523,0.7678,-0.3155,-0.544699047619048,-0.153181237455759,0.223966098910295,3,0.671898296730885
"sod",2,"unknown",65,"1:3","Hom 65 1:3 R2","R2","7/2/24",7.918489944,0.0483,0.5146,NA,0.4663,0.7678,-0.3015,-0.544699047619048,-0.153181237455759,0.204404258244339,3,0.613212774733018
"sod",2,"unknown",68,"1:3","Hom 68 1:3 R1","R1","7/2/24",5.477085262,0.0568,0.5795,NA,0.5227,0.7678,-0.2451,-0.544699047619048,-0.153181237455759,0.141444637228218,3,0.424333911684654
"sod",2,"unknown",68,"1:3","Hom 68 1:3 R2","R2","7/2/24",2.591422778,0.0544,0.6916,NA,0.6372,0.7678,-0.1306,-0.544699047619048,-0.153181237455759,0.0669822598258082,3,0.200946779477424
"sod",2,"unknown",69,"1:3","Hom 69 1:3 R1","R1","7/2/24",13.23580972,0.0605,0.4482,NA,0.3877,0.7678,-0.3801,-0.544699047619048,-0.153181237455759,0.341455500080481,3,1.02436650024144
"sod",2,"unknown",69,"1:3","Hom 69 1:3 R2","R2","7/2/24",14.14827461,0.0582,0.4357,NA,0.3775,0.7678,-0.3903,-0.544699047619048,-0.153181237455759,0.364966348273446,3,1.09489904482034
"sod",2,"unknown",76,"1:3","Hom 76 1:3 R1","R1","7/2/24",3.815742089,0.0525,0.6305,NA,0.578,0.7678,-0.1898,-0.544699047619048,-0.153181237455759,0.0985829290729859,3,0.295748787218958
"sod",2,"unknown",76,"1:3","Hom 76 1:3 R2","R2","7/2/24",2.743048258,0.0562,0.6847,NA,0.6285,0.7678,-0.1393,-0.544699047619048,-0.153181237455759,0.0708966564076018,3,0.212689969222805
"sod",2,"unknown",78,"1:3","Hom 78 1:3 R1","R1","7/2/24",19.41279821,0.0532,0.3823,NA,0.3291,0.7678,-0.4387,-0.544699047619048,-0.153181237455759,0.500581660038346,3,1.50174498011504
"sod",2,"unknown",78,"1:3","Hom 78 1:3 R2","R2","7/2/24",15.32263647,0.0567,0.422,NA,0.3653,0.7678,-0.4025,-0.544699047619048,-0.153181237455759,0.395222687423214,3,1.18566806226964
"sod",2,"unknown",81,"1:3","Hom 81 1:3 R1","R1","7/2/24",6.650491223,0.0564,0.5494,NA,0.493,0.7678,-0.2748,-0.544699047619048,-0.153181237455759,0.171708171686644,3,0.515124515059933
"sod",2,"unknown",81,"1:3","Hom 81 1:3 R2","R2","7/2/24",6.525623288,0.0539,0.5498,NA,0.4959,0.7678,-0.2719,-0.544699047619048,-0.153181237455759,0.16848800108413,3,0.505464003252389
"sod",2,"unknown",85,"1:3","Hom 85 1:3 R1","R1","7/2/24",36.85933905,0.0758,0.3068,NA,0.231,0.7678,-0.5368,-0.544699047619048,-0.153181237455759,0.949740320622309,3,2.84922096186693
"sod",2,"unknown",85,"1:3","Hom 85 1:3 R2","R2","7/2/24",28.60307557,0.0647,0.3345,NA,0.2698,0.7678,-0.498,-0.544699047619048,-0.153181237455759,0.737225541407619,3,2.21167662422286
"sod",2,"unknown",89,"1:3","Hom 89 1:3 R1","R1","7/2/24",5.786195728,0.0563,0.5706,NA,0.5143,0.7678,-0.2535,-0.544699047619048,-0.153181237455759,0.149417647367968,3,0.448252942103903
"sod",2,"unknown",89,"1:3","Hom 89 1:3 R2","R2","7/2/24",4.904315622,0.0538,0.5934,NA,0.5396,0.7678,-0.2282,-0.544699047619048,-0.153181237455759,0.126669528400216,3,0.380008585200648
"sod",2,"unknown",91,"1:3","Hom 91 1:3 R1","R1","7/2/24",1.490729926,0.0496,0.7714,NA,0.7218,0.7678,-0.046,-0.544699047619048,-0.153181237455759,0.0385571225916894,3,0.115671367775068
"sod",2,"unknown",91,"1:3","Hom 91 1:3 R2","R2","7/2/24",1.402815894,0.0492,0.7803,NA,0.7311,0.7678,-0.0367000000000001,-0.544699047619048,-0.153181237455759,0.0362858714420851,3,0.108857614326255
"sod",2,"unknown",92,"1:3","Hom 92 1:3 R1","R1","7/2/24",NA,0.0744,NA,NA,NA,0.7678,NA,-0.544699047619048,-0.153181237455759,NA,3,NA
"sod",2,"unknown",92,"1:3","Hom 92 1:3 R2","R2","7/2/24",NA,0.0663,NA,NA,NA,0.7678,NA,-0.544699047619048,-0.153181237455759,NA,3,NA
"sod",2,"unknown",93,"1:3","Hom 93 1:3 R1","R1","7/2/24",22.50291752,0.0615,0.368,NA,0.3065,0.7678,-0.4613,-0.544699047619048,-0.153181237455759,0.580162591067972,3,1.74048777320392
"sod",2,"unknown",93,"1:3","Hom 93 1:3 R2","R2","7/2/24",20.6833958,0.06,0.3794,NA,0.3194,0.7678,-0.4484,-0.544699047619048,-0.153181237455759,0.533305496731229,3,1.59991649019369
"sod",2,"unknown",95,"1:3","Hom 95 1:3 R1","R1","7/2/24",7.53476257,0.0507,0.5246,NA,0.4739,0.7678,-0.2939,-0.544699047619048,-0.153181237455759,0.194510327550384,3,0.583530982651151
"sod",2,"unknown",95,"1:3","Hom 95 1:3 R2","R2","7/2/24",9.77333775,0.0511,0.4852,NA,0.4341,0.7678,-0.3337,-0.544699047619048,-0.153181237455759,0.252221634526005,3,0.756664903578016
"sod",2,"unknown",96,"1:3","Hom 96 1:3 R1","R1","7/2/24",9.496277411,0.06,0.4985,NA,0.4385,0.7678,-0.3293,-0.544699047619048,-0.153181237455759,0.245079845771653,3,0.735239537314958
"sod",2,"unknown",96,"1:3","Hom 96 1:3 R2","R2","7/2/24",14.44730242,0.0616,0.4359,NA,0.3743,0.7678,-0.3935,-0.544699047619048,-0.153181237455759,0.372670793855903,3,1.11801238156771
"sod",2,"unknown",97,"1:3","Hom 97 1:3 R1","R1","7/2/24",19.45089986,0.0597,0.3885,NA,0.3288,0.7678,-0.439,-0.544699047619048,-0.153181237455759,0.501562992036052,3,1.50468897610816
"sod",2,"unknown",97,"1:3","Hom 97 1:3 R2","R2","7/2/24",23.61804365,0.0605,0.3596,NA,0.2991,0.7678,-0.4687,-0.544699047619048,-0.153181237455759,0.608877551216288,3,1.82663265364886
