Gene,SYMBOL,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12
g2019,CIAPIN1,5.705416715,5.416331185,5.217411528,5.278177721,5.179344451,5.23007981,5.239703127,5.280500557,5.068696113,5.101911567,5.532785386,5.1804267
g202,g202,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568
g2020,HDHD2,3.434559363,2.269284582,2.962174534,3.289843887,2.975655128,3.041728293,2.813888904,2.646394181,2.073612425,1.732369852,2.78850386,3.019333285
g2021,ANAPC13,1.161264012,1.732484393,2.328059042,2.524130963,1.967589688,2.315619995,0.855076993,1.347286666,2.075256515,1.77921876,1.402762522,1.374562038
g2022,g2022,2.295366079,2.407162831,4.000141856,2.704838108,1.96336085,4.237881296,2.239614463,1.79458348,2.849272126,3.058520542,1.730635598,2.054398505
g2023,EIF3A,1.387437359,5.914236172,4.384294226,3.453002512,-2.750286568,3.675044524,5.348220132,4.649667132,6.022039569,-2.750286568,3.957033206,3.806410603
g2024,EIF3A,7.987608767,7.693995523,7.699974788,7.681652887,7.411512319,7.481397519,7.842884775,7.570831602,6.314507969,7.47197821,7.902624196,8.082778888
g2025,g2025,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-1.123280073
g2026,g2026,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568
g2027,g2027,0.026060131,-2.750286568,-0.396201466,-2.073914542,-1.197798838,-2.750286568,-1.023047204,-0.23149419,-0.318734469,-2.750286568,-0.092611008,-2.750286568
g2028,g2028,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568
g2029,g2029,0.068768704,1.423888943,0.120205044,0.405082429,0.50744831,1.757661151,2.426542588,0.819950524,0.581773901,0.804998785,-0.69751481,1.071522281
g203,g203,2.5598755,-2.750286568,2.827868661,2.069589944,-0.672079156,1.626036046,4.479223899,3.048561622,-2.750286568,-1.641546515,2.582722448,5.772275435
g2030,g2030,2.601737666,2.770369561,2.883575965,2.490423258,2.262719626,1.428280391,2.227093169,3.404613019,2.319481309,1.346295531,2.087911272,2.020070491
g2031,g2031,2.648700098,1.577479756,3.109729574,3.662863379,4.02709317,3.522942604,2.814165141,3.611551693,3.032994962,3.253482363,3.240346908,2.828998707
g2032,CMBL,3.458635757,1.581808658,3.451004757,3.35077689,3.512938528,3.710317123,0.624164216,-1.433888425,1.465773009,1.748225107,1.672997014,1.998898931
g2033,g2033,2.661746178,2.566113903,2.333599548,2.976136541,2.540550898,2.682469033,1.34555406,2.189569681,1.678702174,2.227105486,1.756937384,1.418649662
g2034,g2034,6.337927351,4.394783761,5.778146458,5.735259126,5.489290431,5.413395125,5.724739693,6.611339151,4.470713327,5.06139648,5.393245267,5.27024166
g2035,PPP1R36,4.820382401,3.788492935,4.667574631,5.463419622,5.608105148,5.358995946,4.251660208,5.038501084,4.699727935,4.924720325,5.250121518,4.011617474
g2036,ISX,2.552795026,3.551611974,2.80832433,3.164693171,2.958286867,2.404343688,2.484336349,2.760263014,2.961490933,2.578165828,1.68491537,0.786044637
g2037,g2037,0.23276522,0.681015379,-1.983596474,-2.0620847,-0.258401712,-2.750286568,2.5739244,2.548245818,1.267975021,-1.627865013,-1.06970982,-2.750286568
g2038,g2038,7.070152165,7.574736315,7.017124711,7.055698691,6.910338052,6.660515194,7.234476137,6.872789596,6.551737556,6.844473033,6.849875404,7.15861485
g2039,LIN37,4.164651409,4.430140983,4.312125963,4.273972045,4.31252366,3.891922477,4.439184932,4.202209352,3.714803395,3.814990122,3.982613523,4.116591809
g204,g204,-0.646719216,-2.750286568,1.129055953,-0.561348927,-2.750286568,-2.750286568,0.911173751,1.173078164,-2.750286568,-2.750286568,1.002803607,3.469125235
g2040,SLC5A8,5.573565404,5.151787335,5.689090492,5.967421655,6.405345029,6.233539292,4.837593499,4.5530119,5.197115751,5.411282498,5.303107355,5.796808119
g2041,PCDH15,5.035308002,4.817540561,4.646440045,4.61309237,4.364456965,5.177754612,5.325296179,5.611558665,5.231295252,4.480577699,5.594981767,5.132800543
g2042,TFF1,-0.115214667,-1.187523408,-0.349382852,-0.723460791,0.049032441,-2.750286568,-2.750286568,-0.52375273,-1.157648686,-2.068107795,0.008255765,0.747242697
g2043,SPR,4.216207637,4.868493628,4.627047039,4.834412872,4.922133038,4.953307772,4.70755844,5.676042836,5.30840531,3.760313195,4.191906821,3.879301461
g2044,KMT2A,6.301632029,5.613179048,6.179883092,6.081511995,5.695788876,5.801038113,5.405967447,6.041163664,5.888055126,5.735388214,5.675522132,5.819764926
g2045,TP53RK,3.646407363,3.145522832,2.966435657,3.566263949,3.414863277,2.723379318,2.93261228,2.589913252,3.134791854,2.767302147,2.912138363,2.858269801
g2046,TBCCD1,4.222184001,3.563942334,3.962943347,3.772514495,3.61133087,3.999315909,3.621361499,3.693010098,3.428067956,3.351869894,3.981475081,3.84417988
g2047,OFCC1,4.754199327,4.516756758,5.547878887,5.67035374,5.732674364,5.965736006,4.642043308,4.154641516,4.603799281,4.824246553,5.535147216,5.434305495
g2048,MFAP1,5.354878293,4.722767122,5.415090643,5.018860299,4.986925298,5.323111687,4.985136798,4.352977631,4.300830708,4.274324275,5.238975834,5.208356416
g2049,g2049,6.448231624,4.593098649,6.010416437,5.707760745,5.959441039,6.393865224,4.813022463,5.07228022,4.96189105,5.136919972,6.298365198,6.279934273
g205,g205,-1.12013163,-0.325946795,-0.845890133,-2.750286568,-1.82994773,-0.390995815,-2.750286568,-2.750286568,-2.170730735,-2.750286568,-2.750286568,-0.894583056
g2050,TTC9C,1.639244342,1.432431807,2.971659764,2.66014099,2.303528921,2.086499465,0.955235034,2.109792003,0.88479384,1.731756287,0.609577237,1.645816338
g2051,DNAH14,7.012636037,6.793307598,7.287186562,7.164356421,6.889614306,6.841982436,6.630435043,7.028792883,6.923701258,6.914908811,6.430878741,7.355260111
g2052,ARCN1,7.734033337,7.525301615,7.32531293,7.509378666,7.236693161,7.521126107,7.531163571,7.4646504,7.252550915,6.469799052,7.203009627,7.172944266
g2053,g2053,3.818546218,0.374574074,5.573109715,4.736470517,0.047942424,-0.673871175,-2.750286568,-0.257503121,1.980153742,5.143392496,3.54481326,4.061162145
g2054,g2054,6.920909134,7.18481882,7.840508499,7.63090822,7.545033659,7.103168909,7.510943078,7.724685907,7.940282541,7.532605699,6.985449396,7.740944645
g2055,GPATCH4,3.07581792,2.910420001,3.075060298,2.977723538,2.604521285,2.261028147,3.02726368,2.56386064,2.552037398,1.596965215,2.657332292,2.807566086
g2056,SSSCA1,3.392576229,3.253513505,3.629857059,2.884222812,2.7223274,1.815289051,3.380442544,2.540858744,1.596917645,2.318387754,2.744256134,2.711958656
g2057,g2057,2.074206143,2.709182386,2.490671909,1.826677762,1.769373627,1.86867945,2.067227681,1.961921437,2.133328945,1.014124622,2.669813544,1.727698242
g2058,DCAF4,3.293365262,3.659559025,2.758336263,2.482324147,2.758884461,2.916101119,3.171630066,3.17022878,3.683605056,2.42721791,2.993888251,2.411206263
g2059,BRF1,3.657880361,3.703658396,3.901235957,4.388136843,4.425532253,4.009294616,3.590966311,4.046135262,3.297922367,3.479227712,4.380643653,3.893845136
g206,g206,1.797965533,1.558310929,1.212935423,1.195619807,-2.036055513,-0.291878032,-1.618089552,-2.750286568,-2.750286568,-1.828279989,-0.217534424,-1.549661465
g2060,g2060,2.065824507,2.129090131,3.334464785,3.469790829,3.493653783,3.041081514,1.777090032,3.301147061,3.446294347,2.321739491,2.399054673,1.939701424
g2061,g2061,5.433711387,4.624765687,5.051607807,5.525027629,5.198025246,5.293837204,4.789680809,5.1279314,4.58215535,4.581619489,5.108224246,5.328085955
g2062,NATD1,1.200649386,1.705265273,1.619570003,1.365568291,2.285937166,1.85745951,1.934159211,2.57566503,1.447431935,1.879734638,1.89132531,1.932706481
g2063,ANKEF1,5.418939351,5.023824045,6.027107977,6.300287656,6.617163767,6.45019861,5.227153683,6.954630961,5.802452315,5.671009857,6.232200762,5.000822944
g2064,PROSER3,6.211814914,6.290138098,6.134569413,5.923587236,5.83262393,5.848473508,5.823269582,5.11912499,5.448382309,5.601331516,5.860205009,6.045326472
g2065,CNIH1,5.200666634,4.960832372,4.701038684,4.98848006,4.818269959,4.746415307,4.499018966,4.897073082,4.587528457,4.107103244,4.390255477,4.751974464
g2066,FOXC1,3.096378381,2.313220052,2.836592106,2.304722119,2.821221513,2.812461422,2.163336332,2.651565297,1.6798828,1.629460246,2.30839429,2.210303822
g2067,HCN3,-0.758199904,-1.762990429,-1.110602073,-2.068160132,0.774607669,1.003975684,-1.636811614,-1.964906594,-0.925216176,0.401407241,-2.750286568,-0.229315461
g2068,HCN3,-2.750286568,-2.750286568,-1.097050747,-1.234056753,1.650065964,-2.750286568,-2.750286568,-1.951535202,-0.549329778,-1.252967385,-2.750286568,-2.297516609
g2069,USP2,5.655331632,5.340303603,5.452775098,5.688254741,6.161672346,5.337401158,4.8242307,5.578398342,5.677369562,5.014330889,5.507491156,5.38004147
g207,g207,-0.077409901,-2.750286568,0.205410119,1.073279377,1.040519351,-0.45692749,0.657212031,-0.525329518,-2.154225598,-2.750286568,0.836305197,2.950808529
g2070,VPS13C,8.295261058,8.038458072,8.593797933,8.338125871,7.967368775,8.298242269,8.063386006,8.409318098,8.431960766,8.059409244,8.303076544,8.574461936
g2071,POLA1,5.682938575,5.494369488,6.206580442,6.086382823,5.814616264,6.041306337,4.603477789,5.876961022,5.42708752,5.291591792,6.109604179,5.393495785
g2072,g2072,0.536338703,0.999976501,0.734679157,1.115186073,0.34245868,0.809586599,0.523630651,0.507176851,1.800342829,-0.049746511,0.254007746,1.067680734
g2073,g2073,5.054200212,5.100380652,3.864610624,4.992847492,4.732229984,4.34280665,4.006674414,3.840263538,3.888963805,4.323600247,4.296125909,4.036739082
g2074,g2074,2.195807784,1.969483923,2.21131071,1.529843893,2.567864884,0.675296544,2.268459976,2.119458465,1.457998739,1.712399055,1.756793688,0.960769331
g2075,PMF1,3.584221575,2.946500001,2.908083602,3.214333223,3.309695272,3.383319529,3.197124999,3.309108874,1.942951458,2.414731747,2.853506409,3.298956489
g2076,cabin1,5.389732084,4.609600968,5.172206441,5.244788111,5.003876192,5.005474392,5.283600323,5.971772597,5.193784388,4.466275248,5.126740409,5.368780242
g2077,EXOSC5,4.061170913,4.220691743,4.189177383,4.295416916,4.036295284,3.822465951,4.189728849,3.764247167,4.54008067,3.1735344,3.442806246,4.39173393
g2078,RPS19,9.927701824,10.12869595,10.11125355,10.1948269,10.00026345,9.695730725,9.185461116,9.686760083,9.791710039,9.830290709,9.350192024,9.947634381
g2079,hupG,3.937532601,3.228764691,4.084342741,4.362393276,3.526321419,4.555339181,3.556650555,3.357959363,3.989188069,3.621665107,3.796251981,3.957580038
g208,g208,1.993460495,-0.784108864,1.717856463,2.893284895,2.308124386,-0.235629209,0.9162717,2.190681057,0.907692908,-1.181375535,0.999302302,2.10386278
g2080,g2080,4.537251527,3.810877538,4.693677847,4.811207654,3.724803925,4.023583289,4.032252878,2.055653178,4.044881174,3.522323226,3.562689882,4.436721596
g2081,g2081,2.475335633,0.917274826,2.323064761,3.358469716,2.338601802,2.489354628,1.578636048,0.434161974,0.461691191,1.665650396,2.2754892,1.889847303
g2082,CBLB,6.669780994,6.319244457,6.959360531,6.66653444,6.672795448,7.155263942,6.596426901,6.550618468,6.592024128,6.420085022,6.713657924,7.089694912
g2083,g2083,2.007412456,0.080566895,2.601798017,2.907725171,1.19822815,1.633251216,1.311552675,-2.750286568,-0.714611978,0.184386501,-0.020262234,0.617972338
g2084,g2084,2.911150309,1.079019416,3.01690397,4.137001871,2.917648844,2.898282173,2.601328739,-2.750286568,0.151709899,2.445099133,1.783141416,1.761503319
g2085,g2085,1.199685633,-0.963165548,-0.386154385,3.090928601,2.298006997,1.091784951,0.856639759,0.735708684,0.243266278,0.555888409,1.145930918,0.757623773
g2086,g2086,-1.855957539,-2.750286568,-1.957409996,-1.303492241,0.306129859,-1.495992762,-2.044298304,-1.724461043,-2.750286568,-1.722348439,-0.004273167,-1.196801228
g2087,g2087,6.755315931,5.764722034,6.979778154,6.73239136,6.541570035,7.072482406,6.198773703,6.538512719,5.862221674,5.18321794,6.946256879,6.448652846
g2088,TNC,0.010655488,-2.750286568,1.036778333,1.690575246,-0.139668361,0.154768299,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-1.385923422,-0.440717335
g2089,CHTF8,-2.750286568,-2.750286568,-0.759475291,-0.31666274,-2.750286568,-2.750286568,-1.079382532,-2.28767315,-2.750286568,-2.750286568,-2.750286568,-2.750286568
g209,g209,0.928034306,0.963514018,2.518945859,1.25933368,2.907310739,1.396450304,2.085492924,0.061790384,0.349072865,-0.383889449,2.177905697,2.676637195
g2090,g2090,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568
g2091,FLVCR2,1.152619916,-0.206991551,2.472534059,3.124572919,2.909393383,2.004516683,2.348514428,1.205905139,1.259942696,1.286300014,1.945783908,2.210439187
g2092,FIBCD1,3.351872681,-2.750286568,-2.750286568,-0.969156384,-2.023828723,4.536406707,-1.636545642,-0.64125218,-1.740407874,1.802228487,-2.137411219,-0.044644997
g2093,CHTF8,2.597296758,0.809601562,1.766318317,2.749689669,1.288741544,2.711898377,1.682860244,1.865377834,2.084025256,2.162879587,0.986810664,2.030221711
g2094,g2094,3.10117705,3.079167149,3.218606556,3.495676733,1.691338627,2.317408884,2.231753116,-2.750286568,-2.750286568,2.231912842,3.209650261,3.057558592
g2095,FNTB,6.000240556,5.913942911,5.800802632,5.410813029,5.49665816,5.550770633,5.761125926,5.326817171,5.491296227,5.806173879,5.390005624,6.01638435
g2096,DLAT,7.159915106,7.093910052,7.180940791,7.212396074,7.205479514,7.106141213,6.923456791,7.677944753,6.973519241,6.473367504,7.11815704,6.928106715
g2097,g2097,-1.545300081,-2.750286568,-2.750286568,-2.750286568,-2.009373712,-2.750286568,-2.750286568,-0.875073348,-1.481096639,-2.750286568,-2.750286568,-2.750286568
g2098,UBASH3B,5.892058762,5.569918846,5.998143864,5.893433084,5.730860285,5.980697653,5.8398433,5.95428785,5.694077043,5.300743484,6.024917816,5.841626361
g2099,RABAC1,6.39444511,5.913187387,5.790787194,6.112779751,6.152620006,6.312262905,5.576552411,5.894076344,6.611633072,5.611423125,5.765820582,5.699769861
g21,IL17A,1.426743713,1.153473559,0.716495616,1.237207986,-0.244389393,2.219549579,2.152112017,1.875664739,-0.876946159,1.314795681,3.514853465,3.441296833
g210,g210,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-0.846927851,-2.750286568,-2.750286568,-0.812890683
g2100,g2100,6.128082621,4.312041207,5.008892242,5.681011888,4.711878675,5.027692034,5.525347043,6.011133616,3.831177168,4.53343926,5.183625395,6.535393515
g2101,C1orf192,5.467020843,4.479890815,5.341996101,6.141214912,6.272204009,6.138016416,4.337208027,5.736294378,5.696515174,5.645657946,5.709465829,3.213908156
g2102,SIK3,6.971710375,7.099470587,7.243218947,6.944047591,6.943003549,7.115340019,7.120041171,7.240033387,6.89362702,6.797966214,7.256591593,7.6787479
g2103,MUC5AC,4.035064039,3.290293638,3.796048001,3.351232659,3.482461761,3.804106464,3.638907133,3.576603791,3.147829016,3.598455186,2.889813767,3.592858454
g2104,g2104,3.52214154,3.168328106,3.570990555,3.873867977,4.059108926,3.828437231,2.821666159,2.338585102,2.985342839,2.993796486,2.682515474,3.271954251
g2105,g2105,0.566945005,0.126293349,0.591956999,-0.970497412,0.504853949,0.344682657,0.61960479,-0.778762607,-1.174836178,0.611398709,-0.074926626,0.509785713
g2106,SLC5A8,2.07980872,2.111717792,2.843077687,2.435932165,2.019365518,3.471422143,1.788772213,-1.44607165,2.186483594,1.766312525,3.014810094,2.926348838
g2107,SLC5A8,0.653453128,3.187972423,0.267529023,0.082071846,1.877464324,0.906652897,1.345942369,2.081456027,2.656714931,-2.102599054,3.37767199,1.144854375
g2108,SLC5A8,1.578646786,3.643918602,1.583559014,1.608804329,1.624542685,1.580030668,1.796209229,1.691184764,3.216846361,0.434045421,2.84415752,1.307618471
g2109,SLC5A8,1.753232504,3.123146986,2.228744639,1.731215282,2.121610261,0.348287519,1.434100643,0.748319407,1.408072003,-0.121123686,3.249968324,2.747127189
g211,g211,-0.764862435,-2.169630245,0.687457935,-0.546042874,1.106546335,-0.029041499,-1.063658564,1.043912784,0.302418892,0.576307245,-0.390947631,0.77237762
g2110,g2110,3.528989741,3.261871436,3.470812012,3.030578689,4.134951074,3.795633572,3.734443307,3.224744307,3.753436763,2.689535145,3.588940811,2.484257342
g2111,APLP2,8.086271007,8.585657826,8.83498121,8.358260271,8.055266138,8.548649913,9.261959362,8.522296349,8.212809567,8.341331719,8.517830114,9.024781381
g2112,Gtp-bp,6.885849904,6.633734208,6.505547149,6.942805102,6.557569978,6.766232443,6.598863529,6.609214984,6.803632409,6.366394351,6.642502646,6.432727986
g2113,PLA2G2A,2.587337458,4.014542839,2.888624023,2.739603271,2.408803567,1.813717272,2.592030365,-0.672567216,3.026416335,1.15642726,3.530778175,2.482146249
g2114,FLVCR1,3.561601756,3.285253568,3.614689258,2.811537085,3.449583288,3.961663386,3.641657889,3.283071435,3.087161041,3.088103075,3.880736749,3.291038705
g2115,SLC6A7,7.921796486,8.224302604,8.205585114,7.305000429,7.742427928,8.599257962,8.582671551,8.740487608,8.294162684,7.815225367,8.79196592,8.199746678
g2116,WBSCR27,4.909809987,4.659521261,5.125296106,4.955481649,5.088727371,4.760843603,4.534289162,5.428194412,4.908511888,4.20393856,3.805052968,4.489415173
g2117,IRF1,2.38902416,2.147214592,3.074683744,2.966302779,3.538295444,3.552486532,2.620188318,2.021453976,2.40112945,3.034247529,2.153815778,3.360432436
g2118,g2118,4.407488025,4.40924712,4.989789342,5.202000789,5.682592301,4.979377047,4.470063476,5.903327469,4.966989928,4.508249029,5.831802311,4.23523945
g2119,ZNF839,7.317515316,6.998417589,7.387812751,7.32716973,7.125580368,7.389704037,7.137180377,7.072775264,6.45143918,6.927703722,7.401835173,7.007274804
g212,g212,-2.750286568,0.051508047,1.234143877,0.599938558,0.506425671,1.550948977,-2.057084222,-0.687773171,0.256811231,-2.750286568,-2.750286568,0.356259971
g2120,FBLN5,6.269497535,6.144633861,6.369893011,6.509156429,6.338075543,6.16036301,5.879535175,6.625435376,6.337311264,5.648001014,6.737223063,5.896074096
g2121,ZNF839,7.377407405,7.277840689,7.42375116,7.213612224,6.824785117,7.271904868,7.082708142,7.434247686,6.694829163,6.929131046,7.419492189,7.285435216
g2122,g2122,2.529428571,3.091336113,2.244630636,4.123402969,3.676196149,2.167758024,2.038639017,4.053452965,3.659708913,2.482686952,3.366567768,2.887330395
g2123,g2123,-0.759036923,0.736264385,-0.375173955,0.817423731,3.159231988,0.85232129,-0.401480371,0.269414081,0.870710885,0.42353251,2.00600733,-0.794677942
g2124,CATSPER1,-2.750286568,-2.750286568,-2.750286568,-2.750286568,2.538383102,-1.491077019,-2.750286568,-1.658780495,-0.908637585,-1.604157098,-2.750286568,-2.750286568
g2125,g2125,3.856698026,2.959721568,4.445305012,4.465888106,3.152623925,5.336192364,3.738609873,3.600613343,4.308539089,3.518971093,4.807236635,4.275512665
g2126,g2126,7.334273349,7.416159621,7.056827445,7.120936828,7.211593535,7.377384509,7.827783061,7.355141914,7.551833108,7.953411676,7.554333365,7.728024632
g2127,g2127,4.327859099,-2.750286568,4.344742071,2.374970892,0.5083452,3.439071075,1.762800937,3.475793332,1.158148585,1.933881885,4.136816826,1.537865354
g2128,g2128,-0.653043068,0.836293014,0.765955145,0.989326314,-0.4742298,0.48453372,-0.429456921,-0.69743402,0.26576305,-0.590580833,1.063653119,-0.127308565
g2129,UST,1.943829101,1.686269746,1.703508476,1.967777316,1.273431403,2.22311077,1.227684396,1.23101989,1.952389535,1.155525636,1.401332463,1.206616226
g213,g213,-0.486341378,1.541724076,1.292006713,1.834841993,2.834970567,0.86099942,1.933797903,1.854339571,-0.100434495,0.756645743,1.602461534,3.740998275
g2130,CDT1,4.899238264,4.705219621,4.855454372,5.166162528,4.626448481,5.12954586,4.808831207,4.288179918,4.299950991,3.908282702,4.677986024,4.7156211
g2131,TBC1D13,4.496195101,4.386690913,4.733430424,4.847388446,4.489901521,4.858452968,4.666897605,3.957998225,4.616222516,4.02806201,4.402707111,4.610930383
g2132,SNRNP48,2.272728354,2.679814426,2.546718597,2.112228111,2.791263566,1.973705068,1.315531423,2.638716069,2.165347571,1.207583789,2.956384251,1.560822374
g2133,TDP1,4.774522067,4.099957138,4.144218694,3.981866177,4.100289301,4.039108389,3.197667966,3.698170421,3.88721322,3.60951661,4.679227979,3.492130358
g2134,PHYH,4.189942805,3.364009528,4.277878517,4.866047004,4.690817095,4.093463162,3.037928473,4.556259036,4.416589045,3.439808892,4.516268526,3.648818354
g2135,g2135,3.78644656,2.209100422,1.572991353,3.647486232,6.457632243,5.251217494,2.816100509,5.175325475,3.923574758,4.311778332,2.652389184,3.866536929
g2136,TFPI2,-0.195826143,-2.750286568,1.152316998,-1.221292358,2.664398599,-2.750286568,-2.750286568,1.281234014,0.19517461,-2.750286568,-0.550036085,-2.750286568
g2137,WDR24,5.071812068,4.470858071,4.847628988,4.945772978,4.657354387,4.769723123,4.660585225,4.755162983,4.560898575,4.418427267,5.233885377,4.572154554
g2138,FRA10AC1,3.15615266,2.269864616,3.189843586,3.220416977,2.649742192,3.395049882,3.317920236,2.43294342,2.963096191,2.217461172,2.5630591,2.428431885
g2139,tfpi2,4.879110419,4.405018085,4.964637615,4.377191756,4.35317814,4.537560622,4.837543144,4.56494306,4.077032574,4.069892951,4.795499037,5.094620605
g214,g214,0.539025174,2.167216007,2.300639823,1.953604111,2.934295664,0.774096135,2.584754205,1.915800938,0.681362303,1.042277158,1.970073316,4.380104885
g2140,ARHGEF11,6.984681953,6.864955507,7.011666074,6.869686345,7.066098773,7.216840411,6.957193711,7.411354926,6.947848747,6.569768119,7.244249962,7.072606534
g2141,PDCL,4.948420226,4.966260637,5.117044798,4.892608981,4.150653624,5.123957049,4.919070601,4.431409612,4.082225483,4.21450291,5.002834723,4.647960467
g2142,g2142,5.929723657,5.606464462,5.862133841,5.488143016,5.818132974,5.560644005,5.373034916,5.508872311,5.1169128,5.702806234,5.700067959,5.728956055
g2143,HNRNPUL1,8.050443081,8.272022951,7.856679313,7.6337953,7.22704008,7.339931919,7.755086219,7.589685493,6.964219557,7.197340682,7.64535283,7.903547604
g2144,RNASET2,5.651356488,5.411675775,5.858210627,5.679475645,5.346950689,5.530122269,5.566161376,4.853659222,5.138797381,4.757995905,4.953421977,5.546329001
g2145,NPEPPS,7.383003862,6.99879609,7.391639681,7.751515367,7.156781358,7.46415413,7.504210979,7.478211656,7.029832498,6.878665221,7.950089286,7.284674786
g2146,C16orf71,5.37784977,5.000382159,5.604481341,5.767210649,5.724465833,4.573627904,5.028212829,4.992289853,4.814189275,4.91505362,5.426664096,5.732778624
g2147,g2147,4.39120918,4.271196054,4.544791388,4.313593023,3.475479669,4.127664644,4.41699123,4.090897966,4.471657178,4.070903735,4.41614581,4.421345967
g2148,g2148,6.278306343,6.305494174,6.244020445,6.467311173,6.051253,6.255275801,6.438317003,5.851709515,5.661710673,5.680721482,6.151009133,6.323879076
g2149,CROCC,2.800886688,2.105125085,3.238215671,3.659132558,2.948319596,2.923016468,2.240328199,3.800731654,2.820367327,2.071173453,3.065661976,2.279246051
g215,g215,2.615579809,3.013632299,3.703834761,1.431230516,3.689618485,2.563930378,3.292801875,3.42406187,1.218117915,2.016114351,2.14887221,4.597569144
g2150,CROCC,9.267572099,8.411377328,9.158220481,9.441871764,9.526594438,9.233129792,8.418738046,10.11254048,9.082473398,9.122662362,9.45945785,8.79273961
g2151,ETV3,7.052001046,7.594872005,7.220148854,6.648622468,6.737035059,7.473962119,7.885798882,6.190524181,6.471042606,6.9254791,6.372225177,7.966000492
g2152,Atg5,4.535218198,3.713654488,4.054987014,4.167110234,4.095281237,3.923635706,4.062108398,3.818821166,4.218481317,3.521611911,3.472615703,3.907103302
g2153,KCNK2,-0.4399358,-0.246194171,1.035456441,-0.31565555,0.324514974,2.370214994,0.874804256,0.876214791,1.407192876,-1.000206577,0.547085147,-0.304559633
g2154,TTF2,3.897401335,4.240095817,4.310377159,3.945333006,4.530678955,3.786392794,4.010571133,4.188356987,4.506781747,3.304248872,4.244856821,4.060435798
g2155,CLDN14,6.898052456,6.539245321,6.315614947,6.277786608,5.994287087,6.22651961,7.743612032,4.750560874,5.789208205,6.543959001,5.581179338,6.754196541
g2156,CLDN14,1.667811245,0.976406842,1.990616055,2.615809041,2.176514381,1.779867967,2.395344597,1.887741815,0.730010156,1.594701956,1.760717369,1.118966292
g2157,CLDN14,3.871349313,3.676381974,3.548157102,3.832226877,4.748988546,4.087294826,4.34342302,3.79419406,4.283450686,3.332049161,3.0381465,3.46389952
g2158,CLDN14,8.675301283,9.382791474,8.238779876,6.855449419,6.388813848,8.770463361,10.47777127,6.486150812,7.909384105,8.645710962,7.440261988,9.726557068
g2159,TPCN3,4.989407104,4.990610546,5.60468599,5.947992252,5.059104365,5.195166857,5.674549503,4.759945255,4.186642904,4.489119394,4.577465797,5.986630986
g216,g216,1.825415836,2.843851265,3.628411927,1.282393645,3.965732062,2.850824539,3.828680238,3.572407729,1.962210463,2.502579106,3.647761355,4.966351009
g2160,g2160,-2.750286568,-2.750286568,-1.04808136,-1.018784145,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-1.055911521,-2.750286568,-2.750286568,-1.913628821
g2161,g2161,4.655126592,2.849287976,2.998735859,1.869177856,4.033481129,3.594409372,5.807663892,3.627904382,3.360941759,4.331008839,3.533972487,3.583414164
g2165,SNX19,6.006719252,5.638620523,5.821655654,5.975730562,5.402008056,5.851147216,5.753313875,5.42066802,5.443532458,5.170376661,5.931962946,5.836316461
g2166,ZSWIM7,2.756111444,2.40838708,2.493247889,2.479992124,2.156199426,2.064330367,1.673345103,2.286195938,2.870196005,2.055590216,2.378683172,2.126676639
g2167,INTS7,4.751514711,4.454969399,4.600929145,4.652937946,4.401229498,4.340099273,4.23332038,4.321955521,4.289610333,4.150306293,4.990818768,4.297185898
g2168,H1,0.299667307,-2.750286568,0.927501723,3.618888453,11.2260811,2.885056225,2.254664732,6.680038776,6.605267921,5.380616235,3.715705704,-2.750286568
g2169,SMG8,6.46130038,6.404705277,6.376397824,6.337247439,6.072754025,6.154652695,6.217566375,5.96570585,5.689849498,6.084170741,6.416960627,6.752104968
g217,g217,1.108488352,-0.18847594,1.461756446,-2.06150334,-0.258262047,0.961955701,1.318970387,0.605060002,-0.898063239,-0.168360258,1.964928749,1.580240272
g2170,SFMBT2,5.721137438,5.212135633,5.460564874,5.797915193,5.608407239,5.737137203,5.160931209,5.461269696,5.365892661,5.142218056,5.903791119,5.531084889
g2171,g2171,6.497521293,6.732178655,6.651463723,6.444017241,6.069092505,6.089317531,6.436299744,6.14286105,6.102558585,6.168796968,5.413761266,5.972242275
g2172,DNAH9,8.768570171,8.146125542,8.40153322,9.622301916,9.610179781,9.487959819,7.846147609,10.3394995,9.412647417,9.041418779,9.066287166,7.862644864
