Gene,SYMBOL,logFC,AveExpr,t,P.Value,adj.P.Val,B
g11794,AK1,-0.417028347,5.331213356,-0.971800769,0.348934395,0.791254464,-5.676331622
g11795,htt,-0.147327263,6.181136853,-0.970054647,0.349771538,0.791561379,-5.734379434
g11796,TTC22,0.240000956,7.610472277,1.277031544,0.223991481,0.703488194,-5.405692799
g11797,LURAP1L,0.087035473,4.619401206,0.523609988,0.609385163,0.907177415,-5.902510186
g11798,GLRA3,0.060600304,0.324789504,0.093330986,0.92706767,0.989206613,-4.992091095
g118,g118,0.819441625,1.020852007,0.628919091,0.540326672,0.880378307,-4.945279076
g1180,g1180,0.001374764,4.147595879,0.00486231,0.996194483,0.999554892,-5.9537555
g11801,g11801,0.036809603,4.855536156,0.18444266,0.856520321,0.975625533,-6.061005602
g11802,g11802,-0.310244772,-0.049896718,-0.483795402,0.63660111,0.917535995,-4.857866607
g11803,g11803,-0.260626525,3.158372796,-0.805632052,0.434984578,0.834388496,-5.381757789
g11804,g11804,-0.873284879,2.153852137,-2.397066809,0.032310268,0.424362875,-3.430797927
g11805,PI16,1.361724913,1.040763334,0.810618357,0.432215574,0.833064509,-4.890159932
g11806,g11806,0.128764515,6.172021466,0.284480464,0.7805358,0.960112217,-6.162184366
g11807,g11807,-0.07999202,3.073833972,-0.204579398,0.841077812,0.972806512,-5.652785217
g11808,g11808,-0.132985417,3.829319708,-0.393698042,0.70020319,0.938617942,-5.787632741
g1181,g1181,-0.273160995,2.147466268,-0.809733732,0.43270599,0.833549735,-5.137630514
g11810,ADGB,-0.076908384,6.914725546,-0.343378457,0.736818795,0.950655768,-6.153149242
g11811,g11811,2.321885775,5.265203213,5.326174163,0.000138846,0.077279232,1.257883012
g11812,FIBCD1,1.386372955,6.545917164,3.247838477,0.006375574,0.265367695,-2.268513603
g11813,g11813,1.741840349,6.327307559,4.905195588,0.000289796,0.081664977,0.622651435
g11814,NDC80,-0.242991864,5.909957096,-1.746918807,0.104284222,0.58169573,-4.78022669
g11815,MED21,-0.898996405,2.338874523,-2.937836052,0.011567997,0.326894601,-2.693232347
g11816,g11816,-0.069965359,2.906858848,-0.296349999,0.771657276,0.958551786,-5.56609005
g11817,NUP160,0.168146604,6.030975599,1.151866112,0.27017735,0.737741701,-5.545404912
g11818,GABPA,-0.135721002,2.887798567,-0.584560941,0.568877557,0.891424534,-5.461786463
g11819,g11819,-1.172217589,0.411244757,-1.121133141,0.282570874,0.747635437,-4.651339464
g1182,TSN,-0.1839078,4.349116413,-0.818859294,0.427664309,0.829877389,-5.662157368
g11820,GHSR,0.566287119,5.225652124,2.664044354,0.019522849,0.370952539,-3.253629824
g11821,g11821,-0.335236905,2.42297547,-0.919306346,0.374725023,0.806820458,-5.110529359
g11822,g11822,0.396516712,1.558024249,1.229330939,0.240794955,0.717650512,-4.694472613
g11823,g11823,-0.182063406,1.952372319,-0.459378718,0.65357083,0.922820344,-5.255758578
g11824,g11824,-1.259028011,1.118089969,-3.079730558,0.008808217,0.302336102,-2.933845404
g11825,g11825,-1.623601928,1.812670625,-1.37034097,0.193844882,0.68013078,-4.559625646
g11826,CCDC73,0.69373219,2.436211073,0.72193431,0.483154814,0.854559335,-5.31686303
g11828,LRP2,0.200232986,5.780777351,0.506348485,0.621113674,0.910757491,-6.05446992
g1183,NAA35,-0.177442182,5.824592064,-1.244638792,0.235297148,0.711678005,-5.429254194
g11830,PTX4,-0.352305082,0.484166787,-0.766882478,0.456891333,0.846002445,-4.834620492
g11832,NPTX1,-0.983873332,0.000735207,-1.261768807,0.229263275,0.708009214,-4.549408708
g11834,RNF20,-0.185527929,5.46657233,-1.237626012,0.237803337,0.713481557,-5.407546304
g11835,DYRK4,-0.451850865,3.936793679,-1.167385591,0.264079338,0.733675461,-5.239673104
g11836,TMEM134,-0.894408536,5.20861301,-2.027031604,0.06373704,0.520296744,-4.292800965
g11837,g11837,0.004212526,4.06638232,0.019360832,0.984848082,0.997763038,-5.926228467
g11838,DPCD,-0.215957259,3.972939049,-0.792750938,0.442190619,0.83775791,-5.598520433
g11839,DYNC2LI1,-0.031695421,4.757296449,-0.147149023,0.885278327,0.980439782,-6.041496728
g1184,SNX2,0.035126715,6.913999349,0.326921095,0.748946231,0.953976594,-6.159629326
g11840,BLVRB,-0.442621677,2.97041425,-1.595853097,0.134601455,0.616900257,-4.541530793
g11841,BLVRB,-0.291580371,4.19196225,-1.826245706,0.090924833,0.554197172,-4.465541574
g11842,BLVRB,-0.431249894,4.230462315,-1.84903404,0.087381985,0.549618589,-4.434571322
g11843,TBC1D24,-0.092764634,4.177866734,-0.443735723,0.664549952,0.925476272,-5.844235827
g11845,TNFAIP8,0.09322746,4.67864095,0.646165381,0.529446009,0.876059664,-5.835801688
g11846,tmtc1,-0.83097401,2.915931877,-2.104779905,0.055389041,0.500948865,-3.855506064
g11848,g11848,0.129149244,5.104201566,0.989190906,0.340674764,0.789031709,-5.627208435
g11849,TRIP11,-0.368520967,7.468543688,-2.955526361,0.011181854,0.32485161,-2.792362618
g1185,g1185,-0.244068653,9.557940276,-1.157106123,0.268106431,0.736567718,-5.481907568
g11850,CLEC4G,0.5537585,2.694776486,1.244118119,0.235482502,0.711900142,-4.907290266
g11852,SVEP1,2.230046204,5.474481042,1.743386856,0.104917736,0.582943464,-4.717203012
g11853,SVEP1,0.733386249,9.419829563,1.119019749,0.283438746,0.748372573,-5.526639605
g11854,SVEP1,0.739322092,7.025897233,1.061027291,0.308046146,0.768327916,-5.654287156
g11855,g11855,0.260803311,9.384737716,0.582442055,0.570261352,0.891911228,-5.9719426
g11856,CCDC61,-0.254094391,3.669646199,-0.866219764,0.402117867,0.817579188,-5.46342888
g11857,OPA3,-0.103038117,3.319337758,-0.54246229,0.596702991,0.901475158,-5.59616949
g11858,CACNB2,0.099656093,6.584342144,0.899005428,0.385044787,0.809735914,-5.809483625
g11859,g11859,0.080457918,4.317275998,0.410448828,0.68817986,0.93710094,-5.902173989
g1186,g1186,-0.322302947,5.113745048,-1.28020691,0.22290697,0.703171952,-5.326832463
g11860,SLC4A7,-0.11582364,8.223100198,-0.41545048,0.684606639,0.934892937,-6.091509023
g11861,g11861,-0.206775351,7.078943884,-0.44011381,0.667103661,0.926846161,-6.110650521
g11862,g11862,0.226510847,5.937998658,1.137025023,0.276109303,0.742921217,-5.55564331
g11863,ROPN1L,-0.064329493,6.313310337,-0.210418597,0.836612298,0.971688877,-6.187818162
g11864,RAPH1,0.19045113,6.823047079,1.720155496,0.109170368,0.589627371,-4.84196039
g11865,KPNB1,0.222536199,6.736582454,2.018207263,0.064754736,0.521143777,-4.393098018
g11866,g11866,0.724083318,4.30518644,2.038180439,0.062472375,0.519661294,-4.164530772
g11867,RAD51D,0.130234902,2.191260506,0.39119435,0.70200763,0.939142192,-5.352021415
g11868,USP5,-0.141808926,5.958368856,-1.006068541,0.332793459,0.783472298,-5.689347995
g11869,MTMR2,0.147354786,4.790312608,0.69892742,0.496946446,0.861412463,-5.812132392
g1187,g1187,-0.006683831,3.587227368,-0.041926598,0.967196106,0.995146109,-5.802698259
g11870,CSRNP3,-0.067538336,5.313332,-0.514703157,0.615423264,0.908501236,-6.000101719
g11871,CEP135,-0.100623323,7.315157591,-0.509497171,0.61896608,0.909248806,-6.073313522
g11872,nvd,-2.00969475,2.202543679,-2.674061511,0.019154385,0.370952539,-3.121180456
g11873,SHF,-0.101120794,5.43202427,-0.565934763,0.581103002,0.896361443,-5.990114124
g11874,tp53i13,0.301319657,5.943186292,2.009038025,0.065828063,0.523024474,-4.388066621
g11875,SLC6A6,-0.040440382,6.774266216,-0.206039098,0.839960967,0.972733212,-6.193483614
g11876,GALNT3,0.005948723,3.605808404,0.016449192,0.98712651,0.998274455,-5.833507056
g11877,DIP2C,0.333861329,6.953446927,2.796681575,0.015159708,0.349124267,-3.08120832
g11878,TMEM170B,-0.427563729,3.323443868,-1.563085889,0.142106854,0.628039465,-4.658565343
g11879,SNW1,0.005568736,6.371907751,0.04073776,0.968125705,0.995146109,-6.209691575
g1188,g1188,-0.052045844,3.708666521,-0.232990897,0.819406918,0.966202545,-5.812666726
g11880,POLD1,-0.141767594,5.31380348,-0.905343412,0.381802232,0.807656116,-5.729851755
g11881,ARMC3,-0.121210166,5.955919423,-0.347301857,0.733938295,0.948989436,-6.133992391
g11882,g11882,0.77946256,0.820904915,1.384455106,0.189588026,0.676377625,-4.493533152
g11883,ina-1,0.272371033,7.706938182,2.025102477,0.063958254,0.520382533,-4.365618155
g11884,g11884,0.503085775,3.740160664,2.166444109,0.049504213,0.486590398,-3.897070579
g11886,g11886,-0.185425046,5.355857217,-1.376692745,0.191919548,0.67756282,-5.234210881
g11887,g11887,-0.129209137,6.3743932,-0.368675682,0.718320512,0.944090462,-6.139500749
g11888,LRRD1,0.120990437,3.443075324,0.146581756,0.88571718,0.980439782,-5.786906888
g11889,anxa13,0.431573371,9.225164741,1.825094599,0.091107174,0.555066388,-4.628540668
g1189,g1189,-0.528384693,6.418644666,-2.200614198,0.046500702,0.478009424,-4.094997457
g11890,MAPK8IP1,-0.499867294,2.654020514,-1.365267755,0.195394032,0.681130601,-4.740240054
g11891,ARHGAP29,-0.02565416,6.881038408,-0.206581695,0.839545906,0.972526904,-6.19260864
g11892,DLGAP3,0.173163997,3.405957186,0.785992864,0.446001681,0.839426223,-5.461974664
g11893,g11893,0.388466855,5.445155216,2.996105614,0.010343694,0.317585501,-2.690174735
g11894,ADAMTS10,0.011667628,7.19115869,0.079976934,0.937477092,0.990684044,-6.206409138
g11895,g11895,-1.218031486,-0.808251667,-1.198417906,0.252205258,0.728325079,-4.563299123
g11896,g11896,0.242914554,6.576147915,1.12773126,0.2798743,0.744697108,-5.587994101
g11897,EFHB,-0.224536413,6.353988014,-0.598687267,0.559698105,0.887941137,-6.028774612
g11898,g11898,-0.085274121,5.281258308,-0.356781013,0.726996193,0.946879018,-6.074915866
g11899,yddE,0.095301202,4.882299227,0.129958534,0.898594167,0.983436952,-6.103560856
g119,g119,-1.129008148,-1.417246501,-0.733943379,0.476049132,0.850653155,-4.698212103
g1190,g1190,-0.085738077,-0.529665379,-0.050871999,0.960203041,0.994892321,-4.90585429
g11900,g11900,-0.287672467,1.537155793,-0.477987645,0.640618713,0.918765825,-5.154871448
g11901,OTOA,-0.640846618,-0.2451034,-0.618972937,0.546658205,0.882533795,-4.813224319
g11902,OTOA,0.741529004,4.264306673,0.631889492,0.538443757,0.879085705,-5.830987975
g11903,g11903,0.380637779,4.344329726,0.37603922,0.712969934,0.942936117,-5.968279743
g11904,OTOA,-0.087814029,4.727076032,-0.077076036,0.939739981,0.990730324,-6.095459003
g11905,PI4KB,-0.135223828,6.202121289,-1.33158666,0.205937698,0.687681392,-5.347493117
g11906,HIPK1,0.003690129,7.803266687,0.028133173,0.977984436,0.996356332,-6.190914261
g11907,g11907,-0.005917369,4.232143249,-0.017830363,0.986045695,0.998090025,-5.972191532
g11909,SLC15A1,0.636134356,8.028280939,2.123507049,0.053536183,0.496284325,-4.202039717
g1191,SDR39U1,-0.210079873,4.700263892,-1.561746687,0.142421108,0.62863282,-4.913615771
g11910,AP1B1,0.074788241,7.822383153,0.617719259,0.547459184,0.882822512,-5.997159524
g11911,SAMD4B,-0.178959493,5.290264556,-1.196819601,0.252806499,0.72901462,-5.43545415
g11912,CTDSPL,-0.008505664,5.632564608,-0.069733578,0.945469962,0.992054631,-6.165923445
g11913,SLC12A8,0.023468949,5.283884769,0.137688769,0.892602076,0.981862283,-6.124201917
g11914,TTC25,-0.243788559,6.909666775,-0.684096807,0.505960001,0.864830688,-5.975649465
g11915,g11915,-0.178037734,4.240049998,-1.340847939,0.202993341,0.685859103,-5.117780141
g11916,g11916,0.102170033,5.288934216,0.476781613,0.64145449,0.918765825,-6.021034804
g11917,g11917,0.01614445,4.211833295,0.094908298,0.925839046,0.988503859,-5.940443111
g11918,VWA3B,0.038094639,5.939245739,0.120398741,0.90601336,0.984943878,-6.189871259
g11919,g11919,0.744450928,2.807256978,1.508982378,0.155285262,0.643864662,-4.601376582
g1192,MRPS17,-0.273699059,2.921483374,-1.200171765,0.251546784,0.727860103,-4.984266942
g11920,FSIP1,-0.052692799,4.470436173,-0.37862781,0.711092715,0.942694375,-5.941546935
g11922,SLC15A1,-1.149998519,5.486161578,-3.336958922,0.005372146,0.244956421,-2.076345407
g11923,ucp1,0.752419145,6.769579072,4.04781269,0.001389662,0.154292863,-0.846588766
g11925,g11925,0.097600475,6.189041208,0.708888947,0.490946263,0.858710315,-5.949510857
g11926,g11926,-0.045463818,7.358503085,-0.140118371,0.890720168,0.981372491,-6.192684026
g11927,g11927,0.001479912,11.25746498,0.005906832,0.995376991,0.999167678,-6.070993735
g11928,g11928,0.147706763,5.986150519,1.120743341,0.282730795,0.747775313,-5.576661799
g11929,SRC,0.117081248,4.391736648,0.603784818,0.556405491,0.886867993,-5.807336517
g1193,ATP8B2,0.186094628,6.313033328,1.356683327,0.19803847,0.683220622,-5.322170023
g11930,YES1,-0.018128662,5.578322321,-0.109827547,0.914228158,0.985774372,-6.160584159
g11931,SRC,-0.339332921,-0.291631905,-0.31117089,0.760618068,0.95616255,-4.884749535
g11932,SRC,0.040445935,2.662091575,0.089299362,0.930208922,0.989590456,-5.540045339
g11933,SRC,-0.364470882,3.919931324,-0.904558998,0.382202525,0.807966751,-5.501125749
g11934,SRC,0.246212343,2.169012394,0.61870425,0.546829816,0.882533795,-5.247903703
g11935,g11935,1.855003618,0.238031466,1.945432466,0.073735547,0.537334051,-4.076494782
g11937,g11937,0.719498134,5.459442034,1.146586584,0.272276275,0.738920564,-5.501474919
g11938,C6,0.569051343,5.625347141,1.732592288,0.106875135,0.585598123,-4.779853874
g11939,TARBP2,-0.192725274,4.530994827,-1.219610647,0.244338221,0.720960986,-5.309417763
g1194,FN1,-2.300207937,-0.573852979,-2.622346622,0.021132251,0.379962294,-3.879545331
g11940,SP5,-0.969804484,3.391294609,-4.593282114,0.000507453,0.110802351,-0.088734472
g11941,TEK,-0.158569358,2.026476654,-0.35492816,0.72835119,0.946981446,-5.318234088
g11942,ZFPM2,0.459116812,4.667058933,2.207076606,0.045952273,0.476766895,-3.960122665
g11943,g11943,0.221856173,4.208945082,0.90731699,0.380796374,0.807329276,-5.560144721
g11944,FHOD1,0.180462084,7.637075207,0.848949842,0.411312707,0.821836634,-5.835674432
g11945,g11945,-0.373897532,7.364591064,-1.778328808,0.098798217,0.571137431,-4.74843536
g11946,CCNE1,-0.18741564,5.954447287,-0.75916291,0.46133722,0.846807505,-5.898862729
g11947,g11947,-0.300325466,6.757895918,-1.857046693,0.086166158,0.549375635,-4.640038993
g11948,C9orf9,-0.051473269,5.083885689,-0.113109655,0.911676511,0.985310294,-6.108865233
g11949,g11949,-0.133516136,5.158991005,-0.490390615,0.632053239,0.916200276,-6.003435751
g11950,MINDY4B,0.119860874,0.81890839,0.173766179,0.864733381,0.977415189,-5.055926285
g11951,Ssdp,-0.123095795,4.993890579,-0.812812867,0.431000542,0.831790488,-5.764312725
g11952,FAM149A,-0.186088158,6.005776961,-1.175615802,0.260888828,0.732966072,-5.519586584
g11953,IGF2BP3,0.181669624,7.291981944,1.065671709,0.306018756,0.767027551,-5.645508222
g11954,FAM166B,0.805179772,1.934533145,1.266413898,0.227648482,0.707033454,-4.739993632
g11955,g11955,-0.263026474,1.462042361,-0.378780541,0.710982017,0.942694375,-5.195420792
g11956,g11956,-0.046691154,6.076758204,-0.301531909,0.767791547,0.957764439,-6.150583302
g11957,g11957,-0.78925272,3.594935965,-0.677989413,0.509699707,0.866424955,-5.574379812
g11958,FRRS1,-0.029595539,6.258562346,-0.102908767,0.919610313,0.986905719,-6.20185071
g11959,g11959,0.069704626,4.801275938,0.250712659,0.805966165,0.964972001,-6.026836955
g1196,g1196,1.578080675,6.773390906,5.266477513,0.000153891,0.077279232,1.20906392
g11960,C1orf87,0.017300629,4.778442131,0.073330358,0.942662655,0.991505895,-6.055496603
g11961,g11961,-1.810182194,-1.495926503,-1.005823987,0.33290671,0.783474855,-4.616278182
g11963,g11963,-0.450986758,1.785313513,-0.56155738,0.583996003,0.897143845,-5.150497351
g11964,BBS5,0.053601644,5.017884179,0.349690284,0.732186795,0.948424989,-6.03614849
g11965,FRRS1,0.368821493,5.03356465,1.875274616,0.083457013,0.546611284,-4.52000715
g11966,KNTC1,-0.162533441,5.511931048,-0.647298069,0.528735782,0.875896937,-5.948859921
g11967,EIF2B3,0.056108525,4.8613624,0.324813511,0.750504424,0.954181544,-6.021956961
g11968,g11968,-0.011900514,4.542740604,-0.085794032,0.932941102,0.98990628,-6.01940191
g11969,CAPSL,-0.378368474,6.122183628,-1.789217902,0.096957306,0.566076633,-4.729253816
g1197,MTMR12,0.092092762,6.403621789,0.881679754,0.394004562,0.81331528,-5.822077824
g11970,CBFB,-0.4311854,3.908388911,-1.637603959,0.125536824,0.607934542,-4.671046527
g11971,g11971,-0.352177281,2.997247917,-0.877363186,0.396258648,0.814086333,-5.319513933
g11972,ENAH,-0.151868105,6.936111421,-0.791163254,0.443084079,0.838283395,-5.898436496
g11973,TSPEAR,-0.850599115,0.940534827,-1.602889037,0.133035259,0.61662328,-4.323581152
g11974,g11974,-0.787931928,1.053645045,-1.289652924,0.219705632,0.699883203,-4.567763549
g11975,g11975,0.227662655,7.119627109,0.922245485,0.373246927,0.805668214,-5.785796699
g11976,STKLD1,-0.237220127,5.435191525,-0.806306811,0.4346092,0.834273999,-5.829957432
g11977,CDC14A,-0.045951084,5.523523458,-0.147834172,0.884748329,0.980439782,-6.152603256
g11978,POLG2,0.12439792,3.723654258,0.505499723,0.621693201,0.910757491,-5.714868922
g11979,g11979,-0.00041873,5.634662453,-0.001841,0.998559125,0.999776122,-6.173612783
g1198,IRAK1,0.16114442,4.649492135,1.078986348,0.300261532,0.763636191,-5.47859224
g11980,g11980,-0.044551899,3.582041006,-0.194749993,0.848607691,0.974745068,-5.793225602
g11981,GNAL,-0.202671706,6.749185372,-2.085293827,0.057380249,0.50700425,-4.286584961
g11982,ZSWIM8,-1.120670008,0.342836941,-1.987760901,0.068382108,0.531016144,-4.047379018
g11983,ZSWIM8,-0.040922611,7.861946997,-0.241135591,0.813222057,0.966202545,-6.158731866
g11984,CPSF1,0.284960614,6.219946148,1.800351746,0.095106781,0.562843428,-4.71711354
g11985,FAM221A,-0.266670352,3.657265455,-1.024275277,0.324440144,0.778044073,-5.345959373
g11986,KDELR2,-0.20131272,7.402776187,-0.896679708,0.386239353,0.81033562,-5.800693681
g11987,GIPC3,-0.181508325,5.029351734,-1.124132493,0.28134264,0.745515303,-5.483781911
g11988,g11988,-0.264906889,5.472645441,-1.392921758,0.187071632,0.673380751,-5.225165041
g11989,NFX1,0.50792957,7.938382741,3.21376324,0.006807209,0.266339497,-2.322534963
g1199,GOLGA7,-0.052264378,3.870643493,-0.251452662,0.805406283,0.964972001,-5.850427265
g11990,TMEM41B,0.219839648,6.229243163,1.477170322,0.163508458,0.65330073,-5.167570824
g11991,g11991,-1.601734942,0.662849595,-2.950859879,0.011282457,0.325112932,-3.201503393
g11992,GNG12,0.097864468,6.099747553,0.381837916,0.708767502,0.942177437,-6.127648609
g11994,SMOC2,-0.177030445,2.897926713,-0.61547646,0.548893734,0.883382232,-5.431309883
g11995,RETSAT,-0.647896086,4.917337212,-2.720085314,0.017546921,0.366793005,-3.123380511
g11996,QPCT,-1.127690815,2.716233547,-2.830009887,0.014223422,0.347678356,-2.801115716
g11997,SEC24C,0.203471965,7.606543851,1.665172805,0.11984687,0.602049725,-4.904755344
g11998,ADCY5,-0.105353857,6.266518982,-0.624882308,0.542891456,0.880858727,-6.008567671
g11999,SARS2,-0.233976373,3.650432012,-0.980051802,0.344997871,0.790958242,-5.374962794
g120,CIITA,0.155288818,5.469530746,0.701356822,0.495479107,0.861030351,-5.909177744
g1200,RAB23,-0.649336227,4.293440397,-3.544079705,0.003611607,0.2119922,-1.655917368
g12000,TMEM218,-0.094278005,2.87147757,-0.19148817,0.851109892,0.974745068,-5.636853008
g12001,g12001,0.390566788,5.560620302,1.695583233,0.113833599,0.594730046,-4.828624283
g12002,CDK10,-0.086877858,4.506781854,-0.618389462,0.547030909,0.882642753,-5.822664019
g12003,SRD5A1,-0.012435592,4.361343738,-0.088263805,0.931015978,0.989708343,-5.977285245
g12004,FUS,0.195261299,7.575729875,0.870808941,0.39969786,0.815522229,-5.819148003
g12005,Cpap3-e,0.49983249,4.731292345,0.911060415,0.378893498,0.807050276,-5.650317516
g12006,g12006,-0.371035282,1.753754651,-0.455988104,0.655943552,0.923287831,-5.237970344
g12007,g12007,0.986025702,1.545716666,0.644615748,0.530418553,0.876059664,-5.102672996
g12008,MSANTD3,1.199322073,-0.22653401,1.335363224,0.204732882,0.687116957,-4.50370864
g1201,g1201,0.383996101,-0.649958109,0.366987823,0.719549157,0.9443455,-4.847802453
g12010,ACAD8,-0.098108811,5.829445656,-0.645245537,0.530023177,0.876059664,-5.970672374
g12011,CWC25,-0.334947044,4.195910051,-1.469070803,0.16565987,0.656157749,-4.94968783
g12012,g12012,0.540242749,2.06424674,1.081033175,0.299383693,0.762396055,-4.900469555
g12013,g12013,-0.614500086,3.141070963,-2.171409746,0.049056714,0.485699715,-3.801765178
g12014,g12014,-0.531556678,3.883779485,-3.140919666,0.007830633,0.282879405,-2.320659398
g12015,g12015,0.174998292,4.182026528,1.084239154,0.298012574,0.761381795,-5.393124269
g12016,TTC39B,0.181870409,4.149176128,0.876430554,0.396746805,0.814412585,-5.570701673
g12017,g12017,-0.266429,4.281850931,-0.912467403,0.378179987,0.807050276,-5.571582119
g12019,g12019,-0.037869142,4.898761724,-0.052351354,0.959046869,0.994892321,-6.112885613
g1202,CD9,-0.306916675,4.141983202,-0.808291504,0.433506302,0.833921974,-5.631982347
g12021,g12021,-0.012549082,4.752276951,-0.012183623,0.990464627,0.998414919,-6.10517614
g12023,TMEM53,-0.060101769,4.067245418,-0.402998619,0.693516805,0.937140495,-5.843399587
g12024,TMEM53,-1.825152834,3.421964443,-2.342165165,0.035794744,0.442025722,-3.56574076
g12025,PRODH,0.124710921,8.186237809,0.791274868,0.443021231,0.838278017,-5.864130692
g12026,KIF2A,0.022374616,5.205962138,0.134299508,0.895228439,0.982466661,-6.1123455
g12027,NDST1,0.800131088,5.179631941,2.429927321,0.030382458,0.417464175,-3.64188905
g12028,MLLT10,0.043775313,4.843642446,0.279685376,0.784131756,0.960969857,-6.030163921
g1203,CD9,1.417927106,5.222288008,1.960529319,0.071783663,0.534226652,-4.41373068
g12030,SPDL1,-0.285045806,4.019359912,-1.349348848,0.200320992,0.683812966,-5.058314204
g12031,lin-9,-0.314851485,3.384862418,-1.450932199,0.170564353,0.663028095,-4.808231087
g12032,PIEZO1,0.212855881,7.197694435,1.535812184,0.148625388,0.635987752,-5.092749474
g12034,g12034,0.317902677,4.943076121,1.806296477,0.094131728,0.561674146,-4.612622565
g12035,g12035,-0.701597127,4.582651776,-1.939699336,0.074489411,0.537334051,-4.358078024
g12036,USP42,0.417457354,5.880571019,2.523589031,0.025475025,0.396751502,-3.538413519
g12037,SEC23IP,0.016451407,6.081856587,0.159605443,0.875651886,0.978941809,-6.186271745
g12038,UBE2I,-0.135148668,5.740516624,-0.909324343,0.379775171,0.80705155,-5.764339414
g12039,Mzt2b,-0.355347508,3.132386414,-1.676265807,0.117621837,0.600356984,-4.471312736
g1204,CRTC2,0.121963929,5.564350532,0.895811364,0.386686011,0.810624786,-5.762288783
g12040,g12040,0.436727268,6.356064954,1.370130986,0.193908802,0.68013078,-5.303124626
g12041,CYTH1,-0.291082046,5.546721685,-1.796889602,0.095678799,0.563980095,-4.678622627
g12042,NPR3,-0.852778052,2.788958878,-2.256061862,0.041988994,0.467772123,-3.641180586
g12043,REM1,-0.447155443,3.067048857,-1.3492084,0.200364909,0.683812966,-4.845654249
g12048,BRSK1,-0.428517245,4.000805963,-2.403901148,0.031899915,0.423460011,-3.551750342
g12049,CUEDC1,-0.523466036,5.873609881,-2.732567347,0.017134205,0.363972102,-3.173157119
g1205,RDH10,0.286859936,1.605098328,0.757431144,0.462338291,0.846906169,-5.034282246
g12050,g12050,0.993825408,8.84602392,5.087664407,0.000210043,0.077279232,0.917632197
g12051,g12051,-0.898324597,3.618805911,-1.610123367,0.131441373,0.614384758,-4.604628441
g12052,g12052,-0.306923334,1.890650629,-0.689570367,0.502622177,0.862739612,-5.109979648
g12053,RANBP9,-0.029357331,5.168686093,-0.239200576,0.814690292,0.966202545,-6.08819299
g12054,FUT3,0.135300761,1.688115433,0.342585858,0.737401214,0.950666786,-5.208509694
g12055,FAM166B,0.646284547,3.569140181,0.922467466,0.373135457,0.805668214,-5.425210891
g12056,BIRC2,0.007933489,3.737915646,0.013639714,0.989325106,0.998414919,-5.821210747
g12057,TESK2,0.205582013,6.976529759,1.577993288,0.13864876,0.6222862,-5.039437368
g12058,ACTBL2,0.229294243,7.558908703,0.799890355,0.438187229,0.836722693,-5.877547476
g12059,SLC35F5,0.385556234,5.687002788,1.278513362,0.223484858,0.703171952,-5.380830723
g1206,TFAM,-0.338268234,4.321781564,-2.085135731,0.057396673,0.50700425,-4.098485825
g12060,FIBCD1,-1.970606623,0.877649124,-2.146383796,0.051351249,0.493344769,-3.858518319
g12061,BIRC2,1.916788591,2.649568801,2.614697741,0.021441172,0.379962294,-3.126214537
g12062,BIRC2,0.756288736,3.192685454,0.570945262,0.577800813,0.894967022,-5.51965546
g12063,BIRC2,-0.718468858,2.725744264,-1.377609421,0.19164299,0.677396211,-4.766999752
g12065,BIRC2,-0.377747683,4.857897195,-0.927604423,0.370562322,0.804718737,-5.642531118
g12066,BIRC2,-1.253167068,5.054932104,-1.240028084,0.236942533,0.712812083,-5.362514037
g12068,g12068,0.365365828,2.781922019,0.888157966,0.390638009,0.812447965,-5.23459398
g12069,g12069,0.214419013,4.493846732,1.266079859,0.227764302,0.707081623,-5.245414045
g1207,g1207,-0.26724713,2.423648298,-0.883097732,0.393266001,0.812710952,-5.167825882
g12070,g12070,0.051755002,4.504661714,0.227215168,0.823800512,0.967750853,-5.981399701
g12072,TBC1D31,0.054922804,5.500208015,0.198585109,0.845667891,0.97390292,-6.137516258
g12073,PARD3,-0.107990145,7.087621848,-0.856644218,0.407198928,0.820206021,-5.842689119
g12074,g12074,0.64870236,2.674758856,2.011692425,0.065515672,0.522130608,-3.972499624
g12075,PIK3R5,-0.122991785,6.14897591,-0.838601133,0.416888995,0.824282871,-5.849273481
g12076,MAP3K12,0.113178277,3.805648266,0.625402087,0.542560832,0.88074875,-5.6693855
g12077,g12077,-0.081965683,2.010155582,-0.119804203,0.906475081,0.984943878,-5.402588447
g12078,g12078,-0.09159224,6.620427641,-0.454260986,0.657153672,0.923771061,-6.108890653
g12079,EFCAB5,-0.225059869,5.735444977,-0.945628108,0.361631862,0.799366631,-5.736348694
g1208,PTPRR,-0.003098189,5.908862253,-0.024144547,0.98110502,0.997313004,-6.189809341
g12080,SLC27A2,-0.13235573,4.768313954,-0.690624791,0.501980679,0.862739612,-5.82195046
g12081,g12081,0.200452888,4.746403613,0.946808945,0.361052083,0.799102095,-5.603667247
g12082,g12082,0.217809912,3.737490037,0.788980132,0.444314503,0.83913392,-5.556549934
g12083,g12083,-0.741109782,4.5425736,-2.802360438,0.014995996,0.348575804,-2.943265577
g12086,g12086,-1.516630556,0.40768165,-2.307431125,0.038181155,0.454385322,-3.807461051
g12087,g12087,-0.870840996,1.486003815,-1.135216683,0.276838837,0.743260862,-4.785378836
g1209,g1209,-0.614960559,5.39521549,-2.001891244,0.066675984,0.525274517,-4.359304069
g12091,g12091,0.113122646,0.954714945,0.200414721,0.84426625,0.973536897,-5.087543385
